work_unit_id,num_layers,epsilon,epsilon_decay,gamma_comp,dropout_prob,win_reward,reward_points_per_turn
1,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
2,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
3,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
4,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
5,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
6,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
7,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
8,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
9,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
10,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
11,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
12,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
13,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
14,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
15,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
16,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
17,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
18,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
19,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
20,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
21,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
22,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
23,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
24,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
25,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
26,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
27,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
28,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
29,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
30,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
31,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
32,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
33,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
34,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
35,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
36,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
37,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
38,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
39,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
40,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
41,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
42,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
43,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
44,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
45,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
46,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
47,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
48,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
49,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
50,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
51,4,0.017534329033849303,True,0.02296310512166497,0.22103911555793393,43.29360203160747,0.43150343473033004
